iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BHS,North America,Bahamas,2022-01-04,26011.0,477.0,353.143,717.0,0.0,0.571,65533.088,1201.772,889.721,1806.437,0.0,1.44,1.43,,,,,,,,,794.0,188388.0,474.632,2.0,840.0,2.116,0.4204,2.4,tests performed,,,,,,618.0,,,,,1557.0,83.0,0.021,48.15,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-05,26326.0,315.0,303.143,717.0,0.0,0.571,66326.711,793.623,763.749,1806.437,0.0,1.44,1.41,,,,,,,,,1167.0,189555.0,477.572,2.94,926.0,2.333,0.3274,3.1,tests performed,308249.0,158120.0,149393.0,11882.0,,618.0,77.66,39.84,37.64,2.99,1557.0,83.0,0.021,48.15,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-06,26701.0,375.0,347.429,717.0,0.0,0.143,67271.5,944.789,875.325,1806.437,0.0,0.36,1.39,,,,,,,,,,,,,930.0,2.343,0.3736,2.7,tests performed,,,,,,623.0,,,,,1570.0,88.0,0.022,48.15,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-07,27122.0,421.0,378.0,717.0,0.0,0.0,68332.183,1060.683,952.347,1806.437,0.0,0.0,1.37,,,,,,,,,,,,,968.0,2.439,0.3905,2.6,tests performed,,,,,,629.0,,,,,1585.0,94.0,0.024,48.15,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-08,27122.0,0.0,378.0,717.0,0.0,0.0,68332.183,0.0,952.347,1806.437,0.0,0.0,1.35,,,,,,,,,,,,,1095.0,2.759,0.3452,2.9,tests performed,,,,,,634.0,,,,,1597.0,99.0,0.025,48.15,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-09,28619.0,1497.0,476.286,717.0,0.0,0.0,72103.781,3771.598,1199.972,1806.437,0.0,0.0,1.33,,,,,,,,,,194889.0,491.011,,1143.0,2.88,0.4167,2.4,tests performed,,,,,,640.0,,,,,1612.0,105.0,0.026,48.15,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-10,28968.0,349.0,490.571,717.0,0.0,0.0,72983.064,879.284,1235.964,1806.437,0.0,0.0,1.29,,,,,,,,,1774.0,196663.0,495.48,4.469,1296.0,3.265,0.3785,2.6,tests performed,,,,,,645.0,,,,,1625.0,110.0,0.028,48.15,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-11,29489.0,521.0,496.857,717.0,0.0,0.0,74295.691,1312.627,1251.8,1806.437,0.0,0.0,1.26,,,,,,,,,634.0,197297.0,497.077,1.597,1273.0,3.207,0.3903,2.6,tests performed,,,,,,650.0,,,,,1638.0,115.0,0.029,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-12,29730.0,241.0,486.286,717.0,0.0,0.0,74902.876,607.184,1225.166,1806.437,0.0,0.0,1.23,,,,,,,,,509.0,197806.0,498.36,1.282,1179.0,2.97,0.4125,2.4,tests performed,312840.0,158965.0,150372.0,14649.0,,656.0,78.82,40.05,37.89,3.69,1653.0,121.0,0.03,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-13,29908.0,178.0,458.143,719.0,2.0,0.286,75351.336,448.46,1154.262,1811.476,5.039,0.72,1.2,,,,,,,,,,,,,1131.0,2.849,0.4051,2.5,tests performed,,,,,,624.0,,,,,1572.0,119.0,0.03,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-14,29908.0,0.0,398.0,719.0,0.0,0.286,75351.336,0.0,1002.736,1811.476,0.0,0.72,1.17,,,,,,,,,,,,,1083.0,2.729,0.3675,2.7,tests performed,,,,,,592.0,,,,,1492.0,118.0,0.03,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-15,30655.0,747.0,504.714,719.0,0.0,0.286,77233.355,1882.02,1271.596,1811.476,0.0,0.72,1.15,,,,,,,,,,,,,1035.0,2.608,0.4876,2.1,tests performed,,,,,,561.0,,,,,1413.0,116.0,0.029,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-16,30850.0,195.0,318.714,719.0,0.0,0.286,77724.646,491.29,802.981,1811.476,0.0,0.72,1.12,,,,,,,,,,,,,987.0,2.487,0.3229,3.1,tests performed,,,,,,529.0,,,,,1333.0,115.0,0.029,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-17,30850.0,0.0,268.857,719.0,0.0,0.286,77724.646,0.0,677.369,1811.476,0.0,0.72,1.09,,,,,,,,,,202796.0,510.932,,876.0,2.207,0.3069,3.3,tests performed,,,,,,497.0,,,,,1252.0,113.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-18,31105.0,255.0,230.857,719.0,0.0,0.286,78367.102,642.457,581.63,1811.476,0.0,0.72,1.07,,,,,,,,,606.0,203402.0,512.459,1.527,872.0,2.197,0.2647,3.8,tests performed,,,,,,466.0,,,,,1174.0,112.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-19,31549.0,444.0,259.857,719.0,0.0,0.286,79485.732,1118.63,654.694,1811.476,0.0,0.72,1.06,,,,,,,,,500.0,203902.0,513.718,1.26,871.0,2.194,0.2983,3.4,tests performed,,,,,,434.0,,,,,1093.0,110.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-20,31693.0,144.0,255.0,726.0,7.0,1.0,79848.531,362.799,642.457,1829.112,17.636,2.519,1.04,,,,,,,,,847.0,204749.0,515.852,2.134,849.0,2.139,0.3004,3.3,tests performed,,,,,,434.0,,,,,1093.0,110.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-21,31915.0,222.0,286.714,726.0,0.0,1.0,80407.847,559.315,722.359,1829.112,0.0,2.519,1.02,,,,,,,,,428.0,205177.0,516.931,1.078,768.0,1.935,0.3733,2.7,tests performed,,,,,,434.0,,,,,1093.0,110.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-22,31999.0,84.0,192.0,729.0,3.0,1.429,80619.479,211.633,483.732,1836.67,7.558,3.599,1.01,,,,,,,,,273.0,205450.0,517.618,0.688,664.0,1.673,0.2892,3.5,tests performed,,,,,,434.0,,,,,1093.0,110.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-23,32068.0,69.0,174.0,729.0,0.0,1.429,80793.32,173.841,438.382,1836.67,0.0,3.599,0.99,,,,,,,,,429.0,205879.0,518.699,1.081,583.0,1.469,0.2985,3.4,tests performed,,,,,,434.0,,,,,1093.0,110.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-24,32137.0,69.0,183.857,729.0,0.0,1.429,80967.162,173.841,463.217,1836.67,0.0,3.599,0.98,,,,,,,,,586.0,206465.0,520.176,1.476,524.0,1.32,0.3509,2.9,tests performed,,,,,,434.0,,,,,1093.0,110.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-25,32238.0,101.0,161.857,731.0,2.0,1.714,81221.625,254.463,407.789,1841.709,5.039,4.319,0.97,,,,,,,,,882.0,207347.0,522.398,2.222,564.0,1.421,0.287,3.5,tests performed,,,,,,434.0,,,,,1093.0,110.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-26,32282.0,44.0,104.714,731.0,0.0,1.714,81332.48,110.855,263.821,1841.709,0.0,4.319,0.97,,,,,,,,,,,,,,,,,,318916.0,160505.0,151520.0,18037.0,,434.0,80.35,40.44,38.17,4.54,1093.0,110.0,0.028,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-27,32376.0,94.0,97.571,735.0,4.0,1.286,81569.307,236.827,245.825,1851.787,10.078,3.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-28,32419.0,43.0,72.0,739.0,4.0,1.857,81677.643,108.336,181.399,1861.864,10.078,4.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
BHS,North America,Bahamas,2022-01-29,32486.0,67.0,69.571,745.0,6.0,2.286,81846.445,168.802,175.281,1876.981,15.117,5.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
